venderId,shopId,beans,url
1000002371,1000002371,0,https://mall.jd.com/index-1000002371.html
1000002376,1000002376,0,https://mall.jd.com/index-1000002376.html
1000002392,1000002392,1,https://mall.jd.com/index-1000002392.html
1000002396,1000002396,1,https://mall.jd.com/index-1000002396.html
1000002397,1000002397,1,https://mall.jd.com/index-1000002397.html
1000002402,1000002402,1,https://mall.jd.com/index-1000002402.html
1000002425,1000002425,0,https://mall.jd.com/index-1000002425.html
1000002427,1000002427,1,https://mall.jd.com/index-1000002427.html
1000002428,1000002428,1,https://mall.jd.com/index-1000002428.html
1000002429,1000002429,0,https://mall.jd.com/index-1000002429.html
1000002430,1000002430,1,https://mall.jd.com/index-1000002430.html
1000002445,1000002445,0,https://mall.jd.com/index-1000002445.html
1000002449,1000002449,1,https://mall.jd.com/index-1000002449.html
1000002452,1000002452,1,https://mall.jd.com/index-1000002452.html
1000002453,1000002453,1,https://mall.jd.com/index-1000002453.html
1000002465,1000002465,1,https://mall.jd.com/index-1000002465.html
1000002466,1000002466,1,https://mall.jd.com/index-1000002466.html
1000002467,1000002467,0,https://mall.jd.com/index-1000002467.html
1000002484,1000002484,1,https://mall.jd.com/index-1000002484.html
1000002490,1000002490,1,https://mall.jd.com/index-1000002490.html
1000002493,1000002493,1,https://mall.jd.com/index-1000002493.html
1000002497,1000002497,1,https://mall.jd.com/index-1000002497.html
1000002500,1000002500,0,https://mall.jd.com/index-1000002500.html
1000002520,1000002520,0,https://mall.jd.com/index-1000002520.html
1000002560,1000002560,1,https://mall.jd.com/index-1000002560.html
1000002576,1000002576,1,https://mall.jd.com/index-1000002576.html
1000002581,1000002581,1,https://mall.jd.com/index-1000002581.html
1000002583,1000002583,0,https://mall.jd.com/index-1000002583.html
1000002587,1000002587,1,https://mall.jd.com/index-1000002587.html
1000002591,1000002591,1,https://mall.jd.com/index-1000002591.html
1000002597,1000002597,1,https://mall.jd.com/index-1000002597.html
1000002598,1000002598,0,https://mall.jd.com/index-1000002598.html
1000002605,1000002605,0,https://mall.jd.com/index-1000002605.html
1000002614,1000002614,1,https://mall.jd.com/index-1000002614.html
1000002627,1000002627,0,https://mall.jd.com/index-1000002627.html
1000002628,1000002628,1,https://mall.jd.com/index-1000002628.html
1000002644,1000002644,0,https://mall.jd.com/index-1000002644.html
1000002662,1000002662,0,https://mall.jd.com/index-1000002662.html
1000002668,1000002668,0,https://mall.jd.com/index-1000002668.html
1000002670,1000002670,0,https://mall.jd.com/index-1000002670.html
1000002672,1000002672,1,https://mall.jd.com/index-1000002672.html
1000002675,1000002675,1,https://mall.jd.com/index-1000002675.html
1000002676,1000002676,1,https://mall.jd.com/index-1000002676.html
1000002688,1000002688,1,https://mall.jd.com/index-1000002688.html
1000002700,1000002700,1,https://mall.jd.com/index-1000002700.html
1000002707,1000002707,1,https://mall.jd.com/index-1000002707.html
1000002710,1000002710,1,https://mall.jd.com/index-1000002710.html
1000002721,1000002721,0,https://mall.jd.com/index-1000002721.html
1000002726,1000002726,0,https://mall.jd.com/index-1000002726.html
1000002760,1000002760,1,https://mall.jd.com/index-1000002760.html
1000002785,1000002785,0,https://mall.jd.com/index-1000002785.html
1000002794,1000002794,1,https://mall.jd.com/index-1000002794.html
1000002804,1000002804,1,https://mall.jd.com/index-1000002804.html
1000002806,1000002806,0,https://mall.jd.com/index-1000002806.html
1000002809,1000002809,1,https://mall.jd.com/index-1000002809.html
1000002813,1000002813,1,https://mall.jd.com/index-1000002813.html
1000002830,1000002830,0,https://mall.jd.com/index-1000002830.html
1000002833,1000002833,1,https://mall.jd.com/index-1000002833.html
1000002836,1000002836,0,https://mall.jd.com/index-1000002836.html
1000002838,1000002838,0,https://mall.jd.com/index-1000002838.html
1000002852,1000002852,0,https://mall.jd.com/index-1000002852.html
1000002853,1000002853,1,https://mall.jd.com/index-1000002853.html
1000002857,1000002857,1,https://mall.jd.com/index-1000002857.html
1000002864,1000002864,1,https://mall.jd.com/index-1000002864.html
1000002865,1000002865,1,https://mall.jd.com/index-1000002865.html
1000002882,1000002882,1,https://mall.jd.com/index-1000002882.html
1000002921,1000002921,0,https://mall.jd.com/index-1000002921.html
1000002978,1000002978,1,https://mall.jd.com/index-1000002978.html
1000002989,1000002989,0,https://mall.jd.com/index-1000002989.html
1000003005,1000003005,0,https://mall.jd.com/index-1000003005.html
1000003016,1000003016,1,https://mall.jd.com/index-1000003016.html
1000003026,1000003026,1,https://mall.jd.com/index-1000003026.html
1000003044,1000003044,0,https://mall.jd.com/index-1000003044.html
1000003048,1000003048,1,https://mall.jd.com/index-1000003048.html
1000003050,1000003050,1,https://mall.jd.com/index-1000003050.html
1000003051,1000003051,1,https://mall.jd.com/index-1000003051.html
1000003052,1000003052,1,https://mall.jd.com/index-1000003052.html
1000003062,1000003062,1,https://mall.jd.com/index-1000003062.html
1000003063,1000003063,1,https://mall.jd.com/index-1000003063.html
1000003111,1000003111,1,https://mall.jd.com/index-1000003111.html
1000003112,1000003112,1,https://mall.jd.com/index-1000003112.html
1000003143,1000003143,1,https://mall.jd.com/index-1000003143.html
1000003157,1000003157,1,https://mall.jd.com/index-1000003157.html
1000003178,1000003178,1,https://mall.jd.com/index-1000003178.html
1000003179,1000003179,0,https://mall.jd.com/index-1000003179.html
1000003193,1000003193,0,https://mall.jd.com/index-1000003193.html
1000003197,1000003197,1,https://mall.jd.com/index-1000003197.html
1000003199,1000003199,1,https://mall.jd.com/index-1000003199.html
1000003201,1000003201,1,https://mall.jd.com/index-1000003201.html
1000003243,1000003243,0,https://mall.jd.com/index-1000003243.html
1000003244,1000003244,0,https://mall.jd.com/index-1000003244.html
1000003313,1000003313,1,https://mall.jd.com/index-1000003313.html
1000003320,1000003320,0,https://mall.jd.com/index-1000003320.html
1000003335,1000003335,1,https://mall.jd.com/index-1000003335.html
1000003349,1000003349,1,https://mall.jd.com/index-1000003349.html
1000003353,1000003353,0,https://mall.jd.com/index-1000003353.html
1000003367,1000003367,1,https://mall.jd.com/index-1000003367.html
1000003424,1000003424,1,https://mall.jd.com/index-1000003424.html
1000003446,1000003446,0,https://mall.jd.com/index-1000003446.html
1000003448,1000003448,1,https://mall.jd.com/index-1000003448.html
1000003533,1000003533,1,https://mall.jd.com/index-1000003533.html
1000003542,1000003542,1,https://mall.jd.com/index-1000003542.html
1000003550,1000003550,1,https://mall.jd.com/index-1000003550.html
1000003568,1000003568,1,https://mall.jd.com/index-1000003568.html
1000003573,1000003573,0,https://mall.jd.com/index-1000003573.html
1000003578,1000003578,0,https://mall.jd.com/index-1000003578.html
1000003594,1000003594,1,https://mall.jd.com/index-1000003594.html
1000003597,1000003597,1,https://mall.jd.com/index-1000003597.html
1000003663,1000003663,1,https://mall.jd.com/index-1000003663.html
1000003743,1000003743,1,https://mall.jd.com/index-1000003743.html
1000003787,1000003787,1,https://mall.jd.com/index-1000003787.html
1000003790,1000003790,1,https://mall.jd.com/index-1000003790.html
1000003795,1000003795,1,https://mall.jd.com/index-1000003795.html
1000003796,1000003796,0,https://mall.jd.com/index-1000003796.html
1000003804,1000003804,0,https://mall.jd.com/index-1000003804.html
1000003809,1000003809,0,https://mall.jd.com/index-1000003809.html
1000003904,1000003904,1,https://mall.jd.com/index-1000003904.html
1000004022,1000004022,0,https://mall.jd.com/index-1000004022.html
1000004042,1000004042,1,https://mall.jd.com/index-1000004042.html
1000004061,1000004061,1,https://mall.jd.com/index-1000004061.html
1000004065,1000004065,1,https://mall.jd.com/index-1000004065.html
1000004205,1000004205,0,https://mall.jd.com/index-1000004205.html
1000004206,1000004206,0,https://mall.jd.com/index-1000004206.html
1000004207,1000004207,0,https://mall.jd.com/index-1000004207.html
1000004232,1000004232,1,https://mall.jd.com/index-1000004232.html
1000004259,1000004259,1,https://mall.jd.com/index-1000004259.html
1000004260,1000004260,0,https://mall.jd.com/index-1000004260.html
1000004266,1000004266,1,https://mall.jd.com/index-1000004266.html
1000004279,1000004279,1,https://mall.jd.com/index-1000004279.html
1000004333,1000004333,0,https://mall.jd.com/index-1000004333.html
1000004334,1000004334,0,https://mall.jd.com/index-1000004334.html
1000004373,1000004373,1,https://mall.jd.com/index-1000004373.html
1000004381,1000004381,1,https://mall.jd.com/index-1000004381.html
1000004446,1000004446,0,https://mall.jd.com/index-1000004446.html
1000004451,1000004451,1,https://mall.jd.com/index-1000004451.html
1000004526,1000004526,1,https://mall.jd.com/index-1000004526.html
1000004570,1000004570,0,https://mall.jd.com/index-1000004570.html
1000004648,1000004648,0,https://mall.jd.com/index-1000004648.html
1000004649,1000004649,0,https://mall.jd.com/index-1000004649.html
1000004691,1000004691,1,https://mall.jd.com/index-1000004691.html
1000004701,1000004701,1,https://mall.jd.com/index-1000004701.html
1000004765,1000004765,0,https://mall.jd.com/index-1000004765.html
1000004981,1000004981,0,https://mall.jd.com/index-1000004981.html
1000005113,1000005113,0,https://mall.jd.com/index-1000005113.html
1000005186,1000005186,0,https://mall.jd.com/index-1000005186.html
1000005289,1000005289,1,https://mall.jd.com/index-1000005289.html
1000005305,1000005305,1,https://mall.jd.com/index-1000005305.html
1000005308,1000005308,1,https://mall.jd.com/index-1000005308.html
1000005321,1000005321,1,https://mall.jd.com/index-1000005321.html
1000005363,1000005363,0,https://mall.jd.com/index-1000005363.html
1000005512,1000005512,0,https://mall.jd.com/index-1000005512.html
1000005584,1000005584,0,https://mall.jd.com/index-1000005584.html
1000005601,1000005601,0,https://mall.jd.com/index-1000005601.html
1000005669,1000005669,0,https://mall.jd.com/index-1000005669.html
1000005675,1000005675,1,https://mall.jd.com/index-1000005675.html
1000005700,1000005700,1,https://mall.jd.com/index-1000005700.html
1000005711,1000005711,0,https://mall.jd.com/index-1000005711.html
1000005719,1000005719,1,https://mall.jd.com/index-1000005719.html
1000005735,1000005735,0,https://mall.jd.com/index-1000005735.html
1000005736,1000005736,1,https://mall.jd.com/index-1000005736.html
1000005754,1000005754,1,https://mall.jd.com/index-1000005754.html
1000005762,1000005762,1,https://mall.jd.com/index-1000005762.html
1000005770,1000005770,1,https://mall.jd.com/index-1000005770.html
1000005826,1000005826,0,https://mall.jd.com/index-1000005826.html
1000006001,1000006001,0,https://mall.jd.com/index-1000006001.html
1000006131,1000006131,1,https://mall.jd.com/index-1000006131.html
1000006142,1000006142,0,https://mall.jd.com/index-1000006142.html
1000006406,1000006406,1,https://mall.jd.com/index-1000006406.html
1000006602,1000006602,0,https://mall.jd.com/index-1000006602.html
1000006670,1000006670,0,https://mall.jd.com/index-1000006670.html
1000006684,1000006684,0,https://mall.jd.com/index-1000006684.html
1000006701,1000006701,1,https://mall.jd.com/index-1000006701.html
1000006782,1000006782,0,https://mall.jd.com/index-1000006782.html
1000006809,1000006809,1,https://mall.jd.com/index-1000006809.html
1000007082,1000007082,1,https://mall.jd.com/index-1000007082.html
1000007083,1000007083,1,https://mall.jd.com/index-1000007083.html
1000007103,1000007103,1,https://mall.jd.com/index-1000007103.html
1000007127,1000007127,0,https://mall.jd.com/index-1000007127.html
1000007242,1000007242,0,https://mall.jd.com/index-1000007242.html
1000007244,1000007244,1,https://mall.jd.com/index-1000007244.html
1000007246,1000007246,1,https://mall.jd.com/index-1000007246.html
1000007363,1000007363,1,https://mall.jd.com/index-1000007363.html
1000007373,1000007373,1,https://mall.jd.com/index-1000007373.html
1000007387,1000007387,1,https://mall.jd.com/index-1000007387.html
1000007397,1000007397,0,https://mall.jd.com/index-1000007397.html
1000007423,1000007423,1,https://mall.jd.com/index-1000007423.html
1000007541,1000007541,0,https://mall.jd.com/index-1000007541.html
1000007573,1000007573,0,https://mall.jd.com/index-1000007573.html
1000007631,1000007631,0,https://mall.jd.com/index-1000007631.html
1000007643,1000007643,0,https://mall.jd.com/index-1000007643.html
1000007651,1000007651,1,https://mall.jd.com/index-1000007651.html
1000007653,1000007653,1,https://mall.jd.com/index-1000007653.html
1000007830,1000007830,0,https://mall.jd.com/index-1000007830.html
1000007864,1000007864,1,https://mall.jd.com/index-1000007864.html
1000007922,1000007922,1,https://mall.jd.com/index-1000007922.html
1000007924,1000007924,0,https://mall.jd.com/index-1000007924.html
1000008002,1000008002,1,https://mall.jd.com/index-1000008002.html
1000008148,1000008148,1,https://mall.jd.com/index-1000008148.html
1000008261,1000008261,1,https://mall.jd.com/index-1000008261.html
1000008321,1000008321,1,https://mall.jd.com/index-1000008321.html
1000008383,1000008383,1,https://mall.jd.com/index-1000008383.html
1000008532,1000008532,1,https://mall.jd.com/index-1000008532.html
1000008559,1000008559,1,https://mall.jd.com/index-1000008559.html
1000008642,1000008642,1,https://mall.jd.com/index-1000008642.html
1000008681,1000008681,1,https://mall.jd.com/index-1000008681.html
1000008745,1000008745,1,https://mall.jd.com/index-1000008745.html
1000008761,1000008761,1,https://mall.jd.com/index-1000008761.html
1000008851,1000008851,1,https://mall.jd.com/index-1000008851.html
1000008863,1000008863,1,https://mall.jd.com/index-1000008863.html
1000008901,1000008901,0,https://mall.jd.com/index-1000008901.html
1000009004,1000009004,1,https://mall.jd.com/index-1000009004.html
1000009124,1000009124,0,https://mall.jd.com/index-1000009124.html
1000009163,1000009163,1,https://mall.jd.com/index-1000009163.html
1000009402,1000009402,1,https://mall.jd.com/index-1000009402.html
1000009441,1000009441,1,https://mall.jd.com/index-1000009441.html
1000009464,1000009464,0,https://mall.jd.com/index-1000009464.html
1000009501,1000009501,0,https://mall.jd.com/index-1000009501.html
1000009701,1000009701,0,https://mall.jd.com/index-1000009701.html
1000009744,1000009744,1,https://mall.jd.com/index-1000009744.html
1000010143,1000010143,0,https://mall.jd.com/index-1000010143.html
1000010285,1000010285,1,https://mall.jd.com/index-1000010285.html
1000010484,1000010484,1,https://mall.jd.com/index-1000010484.html
1000010552,1000010552,0,https://mall.jd.com/index-1000010552.html
1000010583,1000010583,1,https://mall.jd.com/index-1000010583.html
1000010684,1000010684,1,https://mall.jd.com/index-1000010684.html
1000010845,1000010845,1,https://mall.jd.com/index-1000010845.html
1000011183,1000011183,0,https://mall.jd.com/index-1000011183.html
1000011209,1000011209,0,https://mall.jd.com/index-1000011209.html
1000011215,1000011215,1,https://mall.jd.com/index-1000011215.html
1000011218,1000011218,1,https://mall.jd.com/index-1000011218.html
1000011301,1000011301,1,https://mall.jd.com/index-1000011301.html
1000011324,1000011324,1,https://mall.jd.com/index-1000011324.html
1000011442,1000011442,1,https://mall.jd.com/index-1000011442.html
1000011546,1000011546,0,https://mall.jd.com/index-1000011546.html
1000011803,1000011803,1,https://mall.jd.com/index-1000011803.html
1000011845,1000011845,0,https://mall.jd.com/index-1000011845.html
1000011902,1000011902,0,https://mall.jd.com/index-1000011902.html
1000012185,1000012185,1,https://mall.jd.com/index-1000012185.html
1000012223,1000012223,1,https://mall.jd.com/index-1000012223.html
1000012243,1000012243,1,https://mall.jd.com/index-1000012243.html
1000012286,1000012286,1,https://mall.jd.com/index-1000012286.html
1000012502,1000012502,1,https://mall.jd.com/index-1000012502.html
1000012544,1000012544,0,https://mall.jd.com/index-1000012544.html
1000012844,1000012844,0,https://mall.jd.com/index-1000012844.html
1000012925,1000012925,1,https://mall.jd.com/index-1000012925.html
1000013061,1000013061,1,https://mall.jd.com/index-1000013061.html
1000013164,1000013164,0,https://mall.jd.com/index-1000013164.html
1000013169,1000013169,1,https://mall.jd.com/index-1000013169.html
1000013171,1000013171,1,https://mall.jd.com/index-1000013171.html
1000013173,1000013173,1,https://mall.jd.com/index-1000013173.html
1000013203,1000013203,0,https://mall.jd.com/index-1000013203.html
1000013205,1000013205,1,https://mall.jd.com/index-1000013205.html
1000013242,1000013242,0,https://mall.jd.com/index-1000013242.html
1000013243,1000013243,0,https://mall.jd.com/index-1000013243.html
1000013261,1000013261,1,https://mall.jd.com/index-1000013261.html
1000013382,1000013382,1,https://mall.jd.com/index-1000013382.html
1000013401,1000013401,0,https://mall.jd.com/index-1000013401.html
1000013402,1000013402,1,https://mall.jd.com/index-1000013402.html
1000013461,1000013461,0,https://mall.jd.com/index-1000013461.html
1000013466,1000013466,0,https://mall.jd.com/index-1000013466.html
1000013481,1000013481,0,https://mall.jd.com/index-1000013481.html
1000013483,1000013483,0,https://mall.jd.com/index-1000013483.html
1000013503,1000013503,1,https://mall.jd.com/index-1000013503.html
1000013504,1000013504,0,https://mall.jd.com/index-1000013504.html
1000013505,1000013505,0,https://mall.jd.com/index-1000013505.html
1000013523,1000013523,1,https://mall.jd.com/index-1000013523.html
1000013602,1000013602,0,https://mall.jd.com/index-1000013602.html
1000013681,1000013681,1,https://mall.jd.com/index-1000013681.html
1000013688,1000013688,0,https://mall.jd.com/index-1000013688.html
1000013705,1000013705,1,https://mall.jd.com/index-1000013705.html
1000013721,1000013721,0,https://mall.jd.com/index-1000013721.html
1000013741,1000013741,0,https://mall.jd.com/index-1000013741.html
1000013864,1000013864,0,https://mall.jd.com/index-1000013864.html
1000013865,1000013865,0,https://mall.jd.com/index-1000013865.html
1000013882,1000013882,1,https://mall.jd.com/index-1000013882.html
1000013886,1000013886,0,https://mall.jd.com/index-1000013886.html
1000013903,1000013903,0,https://mall.jd.com/index-1000013903.html
1000013922,1000013922,1,https://mall.jd.com/index-1000013922.html
1000013927,1000013927,0,https://mall.jd.com/index-1000013927.html
1000013950,1000013950,0,https://mall.jd.com/index-1000013950.html
1000013967,1000013967,0,https://mall.jd.com/index-1000013967.html
1000013972,1000013972,1,https://mall.jd.com/index-1000013972.html
1000013984,1000013984,1,https://mall.jd.com/index-1000013984.html
1000013987,1000013987,1,https://mall.jd.com/index-1000013987.html
1000013990,1000013990,0,https://mall.jd.com/index-1000013990.html
1000014041,1000014041,1,https://mall.jd.com/index-1000014041.html
1000014042,1000014042,0,https://mall.jd.com/index-1000014042.html
